Sexe;Epreuve;Points;Perf;Code epreuve
Men;800m;926;1:53.61;Men-800m
Men;1000m;926;2:26.69;Men-1000m
Men;1500m;926;3:54.08;Men-1500m
Men;Mile;926;4:12.57;Men-Mile
Men;2000m;926;5:21.94;Men-2000m
Men;HJ;926;-;Men-HJ
Men;PV;926;4.75;Men-PV
Men;LJ;926;7.02;Men-LJ
Men;TJ;926;14.74;Men-TJ
Men;SP;926;16.72;Men-SP
Men;DT;926;52.65;Men-DT
Men;HT;926;62.11;Men-HT
Men;JT;926;67.63;Men-JT
Men;Decathlon / Heptathlon;926;6693;Men-Decathlon / Heptathlon
Men;100m;927;-;Men-100m
Men;200m;927;21.99;Men-200m
Men;300m;927;34.69;Men-300m
Men;400m;927;48.86;Men-400m
Men;500m;927;1:04.19;Men-500m
Men;110mH / 100mH;927;-;Men-110mH / 100mH
Men;400mH;927;54.29;Men-400mH
Men;4x100m;927;42.11;Men-4x100m
Men;4x200m;927;1:28.19;Men-4x200m
Men;4x400m;927;3:18.51;Men-4x400m
Men;600m;927;1:20.47;Men-600m
Men;800m;927;1:53.57;Men-800m
Men;1000m;927;2:26.64;Men-1000m
Men;1500m;927;3:54.00;Men-1500m
Men;Mile;927;4:12.48;Men-Mile
Men;2000m;927;5:21.83;Men-2000m
Men;HJ;927;-;Men-HJ
Men;PV;927;-;Men-PV
Men;LJ;927;-;Men-LJ
Men;TJ;927;14.75;Men-TJ
Men;SP;927;16.74;Men-SP
Men;DT;927;52.71;Men-DT
Men;HT;927;62.17;Men-HT
Men;JT;927;67.70;Men-JT
Men;Decathlon / Heptathlon;927;6699;Men-Decathlon / Heptathlon
Men;100m;928;10.86;Men-100m
Men;200m;928;21.98;Men-200m
Men;300m;928;34.68;Men-300m
Men;400m;928;48.85;Men-400m
Men;500m;928;1:04.17;Men-500m
Men;110mH / 100mH;928;14.79;Men-110mH / 100mH
Men;400mH;928;54.27;Men-400mH
Men;4x100m;928;42.09;Men-4x100m
Men;4x200m;928;1:28.16;Men-4x200m
Men;4x400m;928;3:18.44;Men-4x400m
Men;600m;928;1:20.44;Men-600m
Men;800m;928;1:53.53;Men-800m
Men;1000m;928;2:26.59;Men-1000m
Men;1500m;928;3:53.92;Men-1500m
Men;Mile;928;4:12.40;Men-Mile
Men;2000m;928;5:21.72;Men-2000m
Men;HJ;928;-;Men-HJ
Men;PV;928;-;Men-PV
Men;LJ;928;7.03;Men-LJ
Men;TJ;928;14.76;Men-TJ
Men;SP;928;16.76;Men-SP
Men;DT;928;52.76;Men-DT
Men;HT;928;62.24;Men-HT
Men;JT;928;67.77;Men-JT
Men;Decathlon / Heptathlon;928;6706;Men-Decathlon / Heptathlon
Men;100m;929;-;Men-100m
Men;200m;929;21.97;Men-200m
Men;300m;929;34.66;Men-300m
Men;400m;929;48.83;Men-400m
Men;500m;929;1:04.14;Men-500m
Men;110mH / 100mH;929;-;Men-110mH / 100mH
Men;400mH;929;54.25;Men-400mH
Men;4x100m;929;42.08;Men-4x100m
Men;4x200m;929;1:28.13;Men-4x200m
Men;4x400m;929;3:18.36;Men-4x400m
Men;600m;929;1:20.42;Men-600m
Men;800m;929;1:53.50;Men-800m
Men;1000m;929;2:26.54;Men-1000m
Men;1500m;929;3:53.84;Men-1500m
Men;Mile;929;4:12.31;Men-Mile
Men;2000m;929;5:21.61;Men-2000m
Men;HJ;929;-;Men-HJ
Men;PV;929;4.76;Men-PV
Men;LJ;929;-;Men-LJ
Men;TJ;929;14.77;Men-TJ
Men;SP;929;16.77;Men-SP
Men;DT;929;52.82;Men-DT
Men;HT;929;62.30;Men-HT
Men;JT;929;67.84;Men-JT
Men;Decathlon / Heptathlon;929;6713;Men-Decathlon / Heptathlon
Men;100m;930;-;Men-100m
Men;200m;930;-;Men-200m
Men;300m;930;34.65;Men-300m
Men;400m;930;48.81;Men-400m
Men;500m;930;1:04.12;Men-500m
Men;110mH / 100mH;930;14.78;Men-110mH / 100mH
Men;400mH;930;54.22;Men-400mH
Men;4x100m;930;42.06;Men-4x100m
Men;4x200m;930;1:28.10;Men-4x200m
Men;4x400m;930;3:18.29;Men-4x400m
Men;600m;930;1:20.39;Men-600m
Men;800m;930;1:53.46;Men-800m
Men;1000m;930;2:26.49;Men-1000m
Men;1500m;930;3:53.76;Men-1500m
Men;Mile;930;4:12.22;Men-Mile
Men;2000m;930;5:21.50;Men-2000m
Men;HJ;930;-;Men-HJ
Men;PV;930;-;Men-PV
Men;LJ;930;-;Men-LJ
Men;TJ;930;14.78;Men-TJ
Men;SP;930;16.79;Men-SP
Men;DT;930;52.87;Men-DT
Men;HT;930;62.37;Men-HT
Men;JT;930;67.91;Men-JT
Men;Decathlon / Heptathlon;930;6719;Men-Decathlon / Heptathlon
Men;100m;931;10.85;Men-100m
Men;200m;931;21.96;Men-200m
Men;300m;931;34.64;Men-300m
Men;400m;931;48.80;Men-400m
Men;500m;931;1:04.10;Men-500m
Men;110mH / 100mH;931;14.77;Men-110mH / 100mH
Men;400mH;931;54.20;Men-400mH
Men;4x100m;931;42.05;Men-4x100m
Men;4x200m;931;1:28.07;Men-4x200m
Men;4x400m;931;3:18.22;Men-4x400m
Men;600m;931;1:20.36;Men-600m
Men;800m;931;1:53.42;Men-800m
Men;1000m;931;2:26.44;Men-1000m
Men;1500m;931;3:53.68;Men-1500m
Men;Mile;931;4:12.13;Men-Mile
Men;2000m;931;5:21.39;Men-2000m
Men;HJ;931;-;Men-HJ
Men;PV;931;-;Men-PV
Men;LJ;931;7.04;Men-LJ
Men;TJ;931;14.79;Men-TJ
Men;SP;931;16.81;Men-SP
Men;DT;931;52.93;Men-DT
Men;HT;931;62.43;Men-HT
Men;JT;931;67.98;Men-JT
Men;Decathlon / Heptathlon;931;6726;Men-Decathlon / Heptathlon
Men;100m;932;-;Men-100m
Men;200m;932;21.95;Men-200m
Men;300m;932;34.63;Men-300m
Men;400m;932;48.78;Men-400m
Men;500m;932;1:04.08;Men-500m
Men;110mH / 100mH;932;-;Men-110mH / 100mH
Men;400mH;932;54.18;Men-400mH
Men;4x100m;932;42.04;Men-4x100m
Men;4x200m;932;1:28.04;Men-4x200m
Men;4x400m;932;3:18.14;Men-4x400m
Men;600m;932;1:20.34;Men-600m
Men;800m;932;1:53.39;Men-800m
Men;1000m;932;2:26.40;Men-1000m
Men;1500m;932;3:53.60;Men-1500m
Men;Mile;932;4:12.04;Men-Mile
Men;2000m;932;5:21.28;Men-2000m
Men;HJ;932;2.02;Men-HJ
Men;PV;932;4.77;Men-PV
Men;LJ;932;-;Men-LJ
Men;TJ;932;14.80;Men-TJ
Men;SP;932;16.82;Men-SP
Men;DT;932;52.98;Men-DT
Men;HT;932;62.50;Men-HT
Men;JT;932;68.05;Men-JT
Men;Decathlon / Heptathlon;932;6732;Men-Decathlon / Heptathlon
Men;100m;933;-;Men-100m
Men;200m;933;-;Men-200m
Men;300m;933;34.62;Men-300m
Men;400m;933;48.77;Men-400m
Men;500m;933;1:04.06;Men-500m
Men;110mH / 100mH;933;14.76;Men-110mH / 100mH
Men;400mH;933;54.16;Men-400mH
Men;4x100m;933;42.02;Men-4x100m
Men;4x200m;933;1:28.01;Men-4x200m
Men;4x400m;933;3:18.07;Men-4x400m
Men;600m;933;1:20.31;Men-600m
Men;800m;933;1:53.35;Men-800m
Men;1000m;933;2:26.35;Men-1000m
Men;1500m;933;3:53.51;Men-1500m
Men;Mile;933;4:11.96;Men-Mile
Men;2000m;933;5:21.17;Men-2000m
Men;HJ;933;-;Men-HJ
Men;PV;933;-;Men-PV
Men;LJ;933;7.05;Men-LJ
Men;TJ;933;14.81;Men-TJ
Men;SP;933;16.84;Men-SP
Men;DT;933;53.04;Men-DT
Men;HT;933;62.56;Men-HT
Men;JT;933;68.12;Men-JT
Men;Decathlon / Heptathlon;933;6739;Men-Decathlon / Heptathlon
Men;100m;934;10.84;Men-100m
Men;200m;934;21.94;Men-200m
Men;300m;934;34.60;Men-300m
Men;400m;934;48.75;Men-400m
Men;500m;934;1:04.04;Men-500m
Men;110mH / 100mH;934;-;Men-110mH / 100mH
Men;400mH;934;54.14;Men-400mH
Men;4x100m;934;42.01;Men-4x100m
Men;4x200m;934;1:27.98;Men-4x200m
Men;4x400m;934;3:18.00;Men-4x400m
Men;600m;934;1:20.29;Men-600m
Men;800m;934;1:53.31;Men-800m
Men;1000m;934;2:26.30;Men-1000m
Men;1500m;934;3:53.43;Men-1500m
Men;Mile;934;4:11.87;Men-Mile
Men;2000m;934;5:21.05;Men-2000m
Men;HJ;934;-;Men-HJ
Men;PV;934;4.78;Men-PV
Men;LJ;934;-;Men-LJ
Men;TJ;934;14.82;Men-TJ
Men;SP;934;16.86;Men-SP
Men;DT;934;53.09;Men-DT
Men;HT;934;62.63;Men-HT
Men;JT;934;68.19;Men-JT
Men;Decathlon / Heptathlon;934;6745;Men-Decathlon / Heptathlon
Men;100m;935;-;Men-100m
Men;200m;935;21.93;Men-200m
Men;300m;935;34.59;Men-300m
Men;400m;935;48.73;Men-400m
Men;500m;935;1:04.02;Men-500m
Men;110mH / 100mH;935;14.75;Men-110mH / 100mH
Men;400mH;935;54.11;Men-400mH
Men;4x100m;935;41.99;Men-4x100m
Men;4x200m;935;1:27.95;Men-4x200m
Men;4x400m;935;3:17.93;Men-4x400m
Men;600m;935;1:20.26;Men-600m
Men;800m;935;1:53.28;Men-800m
Men;1000m;935;2:26.25;Men-1000m
Men;1500m;935;3:53.35;Men-1500m
Men;Mile;935;4:11.78;Men-Mile
Men;2000m;935;5:20.94;Men-2000m
Men;HJ;935;-;Men-HJ
Men;PV;935;-;Men-PV
Men;LJ;935;7.06;Men-LJ
Men;TJ;935;14.83;Men-TJ
Men;SP;935;16.88;Men-SP
Men;DT;935;53.14;Men-DT
Men;HT;935;62.69;Men-HT
Men;JT;935;68.26;Men-JT
Men;Decathlon / Heptathlon;935;6752;Men-Decathlon / Heptathlon
Men;100m;936;-;Men-100m
Men;200m;936;21.92;Men-200m
Men;300m;936;34.58;Men-300m
Men;400m;936;48.72;Men-400m
Men;500m;936;1:03.99;Men-500m
Men;110mH / 100mH;936;14.74;Men-110mH / 100mH
Men;400mH;936;54.09;Men-400mH
Men;4x100m;936;41.98;Men-4x100m
Men;4x200m;936;1:27.92;Men-4x200m
Men;4x400m;936;3:17.85;Men-4x400m
Men;600m;936;1:20.23;Men-600m
Men;800m;936;1:53.24;Men-800m
Men;1000m;936;2:26.20;Men-1000m
Men;1500m;936;3:53.27;Men-1500m
Men;Mile;936;4:11.70;Men-Mile
Men;2000m;936;5:20.83;Men-2000m
Men;HJ;936;-;Men-HJ
Men;PV;936;-;Men-PV
Men;LJ;936;-;Men-LJ
Men;TJ;936;14.84;Men-TJ
Men;SP;936;16.89;Men-SP
Men;DT;936;53.20;Men-DT
Men;HT;936;62.76;Men-HT
Men;JT;936;68.34;Men-JT
Men;Decathlon / Heptathlon;936;6759;Men-Decathlon / Heptathlon
Men;100m;937;10.83;Men-100m
Men;200m;937;-;Men-200m
Men;300m;937;34.57;Men-300m
Men;400m;937;48.70;Men-400m
Men;500m;937;1:03.97;Men-500m
Men;110mH / 100mH;937;-;Men-110mH / 100mH
Men;400mH;937;54.07;Men-400mH
Men;4x100m;937;41.96;Men-4x100m
Men;4x200m;937;1:27.89;Men-4x200m
Men;4x400m;937;3:17.78;Men-4x400m
Men;600m;937;1:20.21;Men-600m
Men;800m;937;1:53.20;Men-800m
Men;1000m;937;2:26.15;Men-1000m
Men;1500m;937;3:53.19;Men-1500m
Men;Mile;937;4:11.61;Men-Mile
Men;2000m;937;5:20.72;Men-2000m
Men;HJ;937;-;Men-HJ
Men;PV;937;4.79;Men-PV
Men;LJ;937;7.07;Men-LJ
Men;TJ;937;14.85;Men-TJ
Men;SP;937;16.91;Men-SP
Men;DT;937;53.25;Men-DT
Men;HT;937;62.82;Men-HT
Men;JT;937;68.41;Men-JT
Men;Decathlon / Heptathlon;937;6765;Men-Decathlon / Heptathlon
Men;100m;938;-;Men-100m
Men;200m;938;21.91;Men-200m
Men;300m;938;34.56;Men-300m
Men;400m;938;48.68;Men-400m
Men;500m;938;1:03.95;Men-500m
Men;110mH / 100mH;938;14.73;Men-110mH / 100mH
Men;400mH;938;54.05;Men-400mH
Men;4x100m;938;41.95;Men-4x100m
Men;4x200m;938;1:27.86;Men-4x200m
Men;4x400m;938;3:17.71;Men-4x400m
Men;600m;938;1:20.18;Men-600m
Men;800m;938;1:53.17;Men-800m
Men;1000m;938;2:26.10;Men-1000m
Men;1500m;938;3:53.11;Men-1500m
Men;Mile;938;4:11.52;Men-Mile
Men;2000m;938;5:20.61;Men-2000m
Men;HJ;938;-;Men-HJ
Men;PV;938;-;Men-PV
Men;LJ;938;-;Men-LJ
Men;TJ;938;14.86;Men-TJ
Men;SP;938;16.93;Men-SP
Men;DT;938;53.31;Men-DT
Men;HT;938;62.89;Men-HT
Men;JT;938;68.48;Men-JT
Men;Decathlon / Heptathlon;938;6772;Men-Decathlon / Heptathlon
Men;100m;939;-;Men-100m
Men;200m;939;21.90;Men-200m
Men;300m;939;34.54;Men-300m
Men;400m;939;48.67;Men-400m
Men;500m;939;1:03.93;Men-500m
Men;110mH / 100mH;939;-;Men-110mH / 100mH
Men;400mH;939;54.02;Men-400mH
Men;4x100m;939;41.93;Men-4x100m
Men;4x200m;939;1:27.83;Men-4x200m
Men;4x400m;939;3:17.63;Men-4x400m
Men;600m;939;1:20.15;Men-600m
Men;800m;939;1:53.13;Men-800m
Men;1000m;939;2:26.05;Men-1000m
Men;1500m;939;3:53.03;Men-1500m
Men;Mile;939;4:11.43;Men-Mile
Men;2000m;939;5:20.50;Men-2000m
Men;HJ;939;-;Men-HJ
Men;PV;939;-;Men-PV
Men;LJ;939;7.08;Men-LJ
Men;TJ;939;-;Men-TJ
Men;SP;939;16.94;Men-SP
Men;DT;939;53.36;Men-DT
Men;HT;939;62.95;Men-HT
Men;JT;939;68.55;Men-JT
Men;Decathlon / Heptathlon;939;6778;Men-Decathlon / Heptathlon
Men;100m;940;10.82;Men-100m
Men;200m;940;21.89;Men-200m
Men;300m;940;34.53;Men-300m
Men;400m;940;48.65;Men-400m
Men;500m;940;1:03.91;Men-500m
Men;110mH / 100mH;940;14.72;Men-110mH / 100mH
Men;400mH;940;54.00;Men-400mH
Men;4x100m;940;41.92;Men-4x100m
Men;4x200m;940;1:27.80;Men-4x200m
Men;4x400m;940;3:17.56;Men-4x400m
Men;600m;940;1:20.13;Men-600m
Men;800m;940;1:53.09;Men-800m
Men;1000m;940;2:26.00;Men-1000m
Men;1500m;940;3:52.95;Men-1500m
Men;Mile;940;4:11.35;Men-Mile
Men;2000m;940;5:20.39;Men-2000m
Men;HJ;940;2.03;Men-HJ
Men;PV;940;4.80;Men-PV
Men;LJ;940;-;Men-LJ
Men;TJ;940;14.87;Men-TJ
Men;SP;940;16.96;Men-SP
Men;DT;940;53.42;Men-DT
Men;HT;940;63.02;Men-HT
Men;JT;940;68.62;Men-JT
Men;Decathlon / Heptathlon;940;6785;Men-Decathlon / Heptathlon
Men;100m;941;-;Men-100m
Men;200m;941;-;Men-200m
Men;300m;941;34.52;Men-300m
Men;400m;941;48.64;Men-400m
Men;500m;941;1:03.89;Men-500m
Men;110mH / 100mH;941;-;Men-110mH / 100mH
Men;400mH;941;53.98;Men-400mH
Men;4x100m;941;41.90;Men-4x100m
Men;4x200m;941;1:27.77;Men-4x200m
Men;4x400m;941;3:17.49;Men-4x400m
Men;600m;941;1:20.10;Men-600m
Men;800m;941;1:53.06;Men-800m
Men;1000m;941;2:25.96;Men-1000m
Men;1500m;941;3:52.87;Men-1500m
Men;Mile;941;4:11.26;Men-Mile
Men;2000m;941;5:20.28;Men-2000m
Men;HJ;941;-;Men-HJ
Men;PV;941;-;Men-PV
Men;LJ;941;7.09;Men-LJ
Men;TJ;941;14.88;Men-TJ
Men;SP;941;16.98;Men-SP
Men;DT;941;53.47;Men-DT
Men;HT;941;63.08;Men-HT
Men;JT;941;68.69;Men-JT
Men;Decathlon / Heptathlon;941;6791;Men-Decathlon / Heptathlon
Men;100m;942;-;Men-100m
Men;200m;942;21.88;Men-200m
Men;300m;942;34.51;Men-300m
Men;400m;942;48.62;Men-400m
Men;500m;942;1:03.87;Men-500m
Men;110mH / 100mH;942;14.71;Men-110mH / 100mH
Men;400mH;942;53.96;Men-400mH
Men;4x100m;942;41.89;Men-4x100m
Men;4x200m;942;1:27.74;Men-4x200m
Men;4x400m;942;3:17.42;Men-4x400m
Men;600m;942;1:20.08;Men-600m
Men;800m;942;1:53.02;Men-800m
Men;1000m;942;2:25.91;Men-1000m
Men;1500m;942;3:52.79;Men-1500m
Men;Mile;942;4:11.17;Men-Mile
Men;2000m;942;5:20.17;Men-2000m
Men;HJ;942;-;Men-HJ
Men;PV;942;4.81;Men-PV
Men;LJ;942;-;Men-LJ
Men;TJ;942;14.89;Men-TJ
Men;SP;942;16.99;Men-SP
Men;DT;942;53.53;Men-DT
Men;HT;942;63.15;Men-HT
Men;JT;942;68.76;Men-JT
Men;Decathlon / Heptathlon;942;6798;Men-Decathlon / Heptathlon
Men;100m;943;10.81;Men-100m
Men;200m;943;21.87;Men-200m
Men;300m;943;34.49;Men-300m
Men;400m;943;48.60;Men-400m
Men;500m;943;1:03.85;Men-500m
Men;110mH / 100mH;943;14.70;Men-110mH / 100mH
Men;400mH;943;53.94;Men-400mH
Men;4x100m;943;41.87;Men-4x100m
Men;4x200m;943;1:27.71;Men-4x200m
Men;4x400m;943;3:17.34;Men-4x400m
Men;600m;943;1:20.05;Men-600m
Men;800m;943;1:52.98;Men-800m
Men;1000m;943;2:25.86;Men-1000m
Men;1500m;943;3:52.70;Men-1500m
Men;Mile;943;4:11.09;Men-Mile
Men;2000m;943;5:20.06;Men-2000m
Men;HJ;943;-;Men-HJ
Men;PV;943;-;Men-PV
Men;LJ;943;7.10;Men-LJ
Men;TJ;943;14.90;Men-TJ
Men;SP;943;17.01;Men-SP
Men;DT;943;53.58;Men-DT
Men;HT;943;63.21;Men-HT
Men;JT;943;68.83;Men-JT
Men;Decathlon / Heptathlon;943;6805;Men-Decathlon / Heptathlon
Men;100m;944;-;Men-100m
Men;200m;944;-;Men-200m
Men;300m;944;34.48;Men-300m
Men;400m;944;48.59;Men-400m
Men;500m;944;1:03.82;Men-500m
Men;110mH / 100mH;944;-;Men-110mH / 100mH
Men;400mH;944;53.91;Men-400mH
Men;4x100m;944;41.86;Men-4x100m
Men;4x200m;944;1:27.68;Men-4x200m
Men;4x400m;944;3:17.27;Men-4x400m
Men;600m;944;1:20.02;Men-600m
Men;800m;944;1:52.95;Men-800m
Men;1000m;944;2:25.81;Men-1000m
Men;1500m;944;3:52.62;Men-1500m
Men;Mile;944;4:11.00;Men-Mile
Men;2000m;944;5:19.95;Men-2000m
Men;HJ;944;-;Men-HJ
Men;PV;944;-;Men-PV
Men;LJ;944;-;Men-LJ
Men;TJ;944;14.91;Men-TJ
Men;SP;944;17.03;Men-SP
Men;DT;944;53.64;Men-DT
Men;HT;944;63.28;Men-HT
Men;JT;944;68.90;Men-JT
Men;Decathlon / Heptathlon;944;6811;Men-Decathlon / Heptathlon
Men;100m;945;-;Men-100m
Men;200m;945;21.86;Men-200m
Men;300m;945;34.47;Men-300m
Men;400m;945;48.57;Men-400m
Men;500m;945;1:03.80;Men-500m
Men;110mH / 100mH;945;14.69;Men-110mH / 100mH
Men;400mH;945;53.89;Men-400mH
Men;4x100m;945;41.84;Men-4x100m
Men;4x200m;945;1:27.65;Men-4x200m
Men;4x400m;945;3:17.20;Men-4x400m
Men;600m;945;1:20.00;Men-600m
Men;800m;945;1:52.91;Men-800m
Men;1000m;945;2:25.76;Men-1000m
Men;1500m;945;3:52.54;Men-1500m
Men;Mile;945;4:10.91;Men-Mile
Men;2000m;945;5:19.84;Men-2000m
Men;HJ;945;-;Men-HJ
Men;PV;945;4.82;Men-PV
Men;LJ;945;-;Men-LJ
Men;TJ;945;14.92;Men-TJ
Men;SP;945;17.04;Men-SP
Men;DT;945;53.69;Men-DT
Men;HT;945;63.34;Men-HT
Men;JT;945;68.97;Men-JT
Men;Decathlon / Heptathlon;945;6818;Men-Decathlon / Heptathlon
Men;100m;946;10.80;Men-100m
Men;200m;946;21.85;Men-200m
Men;300m;946;34.46;Men-300m
Men;400m;946;48.56;Men-400m
Men;500m;946;1:03.78;Men-500m
Men;110mH / 100mH;946;-;Men-110mH / 100mH
Men;400mH;946;53.87;Men-400mH
Men;4x100m;946;41.83;Men-4x100m
Men;4x200m;946;1:27.62;Men-4x200m
Men;4x400m;946;3:17.13;Men-4x400m
Men;600m;946;1:19.97;Men-600m
Men;800m;946;1:52.87;Men-800m
Men;1000m;946;2:25.71;Men-1000m
Men;1500m;946;3:52.46;Men-1500m
Men;Mile;946;4:10.83;Men-Mile
Men;2000m;946;5:19.73;Men-2000m
Men;HJ;946;-;Men-HJ
Men;PV;946;-;Men-PV
Men;LJ;946;7.11;Men-LJ
Men;TJ;946;14.93;Men-TJ
Men;SP;946;17.06;Men-SP
Men;DT;946;53.75;Men-DT
Men;HT;946;63.41;Men-HT
Men;JT;946;69.04;Men-JT
Men;Decathlon / Heptathlon;946;6824;Men-Decathlon / Heptathlon
Men;100m;947;-;Men-100m
Men;200m;947;21.84;Men-200m
Men;300m;947;34.45;Men-300m
Men;400m;947;48.54;Men-400m
Men;500m;947;1:03.76;Men-500m
Men;110mH / 100mH;947;14.68;Men-110mH / 100mH
Men;400mH;947;53.85;Men-400mH
Men;4x100m;947;41.82;Men-4x100m
Men;4x200m;947;1:27.59;Men-4x200m
Men;4x400m;947;3:17.06;Men-4x400m
Men;600m;947;1:19.94;Men-600m
Men;800m;947;1:52.84;Men-800m
Men;1000m;947;2:25.66;Men-1000m
Men;1500m;947;3:52.38;Men-1500m
Men;Mile;947;4:10.74;Men-Mile
Men;2000m;947;5:19.62;Men-2000m
Men;HJ;947;-;Men-HJ
Men;PV;947;-;Men-PV
Men;LJ;947;-;Men-LJ
Men;TJ;947;14.94;Men-TJ
Men;SP;947;17.08;Men-SP
Men;DT;947;53.80;Men-DT
Men;HT;947;63.47;Men-HT
Men;JT;947;69.11;Men-JT
Men;Decathlon / Heptathlon;947;6831;Men-Decathlon / Heptathlon
Men;100m;948;-;Men-100m
Men;200m;948;-;Men-200m
Men;300m;948;34.43;Men-300m
Men;400m;948;48.52;Men-400m
Men;500m;948;1:03.74;Men-500m
Men;110mH / 100mH;948;14.67;Men-110mH / 100mH
Men;400mH;948;53.83;Men-400mH
Men;4x100m;948;41.80;Men-4x100m
Men;4x200m;948;1:27.56;Men-4x200m
Men;4x400m;948;3:16.98;Men-4x400m
Men;600m;948;1:19.92;Men-600m
Men;800m;948;1:52.80;Men-800m
Men;1000m;948;2:25.62;Men-1000m
Men;1500m;948;3:52.30;Men-1500m
Men;Mile;948;4:10.65;Men-Mile
Men;2000m;948;5:19.51;Men-2000m
Men;HJ;948;-;Men-HJ
Men;PV;948;4.83;Men-PV
Men;LJ;948;7.12;Men-LJ
Men;TJ;948;14.95;Men-TJ
Men;SP;948;17.09;Men-SP
Men;DT;948;53.85;Men-DT
Men;HT;948;63.53;Men-HT
Men;JT;948;69.18;Men-JT
Men;Decathlon / Heptathlon;948;6837;Men-Decathlon / Heptathlon
Men;100m;949;10.79;Men-100m
Men;200m;949;21.83;Men-200m
Men;300m;949;34.42;Men-300m
Men;400m;949;48.51;Men-400m
Men;500m;949;1:03.72;Men-500m
Men;110mH / 100mH;949;-;Men-110mH / 100mH
Men;400mH;949;53.80;Men-400mH
Men;4x100m;949;41.79;Men-4x100m
Men;4x200m;949;1:27.53;Men-4x200m
Men;4x400m;949;3:16.91;Men-4x400m
Men;600m;949;1:19.89;Men-600m
Men;800m;949;1:52.76;Men-800m
Men;1000m;949;2:25.57;Men-1000m
Men;1500m;949;3:52.22;Men-1500m
Men;Mile;949;4:10.57;Men-Mile
Men;2000m;949;5:19.40;Men-2000m
Men;HJ;949;2.04;Men-HJ
Men;PV;949;-;Men-PV
Men;LJ;949;-;Men-LJ
Men;TJ;949;14.96;Men-TJ
Men;SP;949;17.11;Men-SP
Men;DT;949;53.91;Men-DT
Men;HT;949;63.60;Men-HT
Men;JT;949;69.25;Men-JT
Men;Decathlon / Heptathlon;949;6844;Men-Decathlon / Heptathlon
Men;100m;950;-;Men-100m
Men;200m;950;21.82;Men-200m
Men;300m;950;34.41;Men-300m
Men;400m;950;48.49;Men-400m
Men;500m;950;1:03.70;Men-500m
Men;110mH / 100mH;950;14.66;Men-110mH / 100mH
Men;400mH;950;53.78;Men-400mH
Men;4x100m;950;41.77;Men-4x100m
Men;4x200m;950;1:27.50;Men-4x200m
Men;4x400m;950;3:16.84;Men-4x400m
Men;600m;950;1:19.87;Men-600m
Men;800m;950;1:52.73;Men-800m
Men;1000m;950;2:25.52;Men-1000m
Men;1500m;950;3:52.14;Men-1500m
Men;Mile;950;4:10.48;Men-Mile
Men;2000m;950;5:19.29;Men-2000m
Men;HJ;950;-;Men-HJ
Men;PV;950;-;Men-PV
Men;LJ;950;7.13;Men-LJ
Men;TJ;950;14.97;Men-TJ
Men;SP;950;17.13;Men-SP
Men;DT;950;53.96;Men-DT
Men;HT;950;63.66;Men-HT
Men;JT;950;69.32;Men-JT
Men;Decathlon / Heptathlon;950;6850;Men-Decathlon / Heptathlon
Men;100m;951;-;Men-100m
Men;200m;951;-;Men-200m
Men;300m;951;34.40;Men-300m
Men;400m;951;48.48;Men-400m
Men;500m;951;1:03.68;Men-500m
Men;110mH / 100mH;951;-;Men-110mH / 100mH
Men;400mH;951;53.76;Men-400mH
Men;4x100m;951;41.76;Men-4x100m
Men;4x200m;951;1:27.47;Men-4x200m
Men;4x400m;951;3:16.77;Men-4x400m
Men;600m;951;1:19.84;Men-600m
Men;800m;951;1:52.69;Men-800m
Men;1000m;951;2:25.47;Men-1000m
Men;1500m;951;3:52.06;Men-1500m
Men;Mile;951;4:10.39;Men-Mile
Men;2000m;951;5:19.18;Men-2000m
Men;HJ;951;-;Men-HJ
Men;PV;951;4.84;Men-PV
Men;LJ;951;-;Men-LJ
Men;TJ;951;14.98;Men-TJ
Men;SP;951;17.14;Men-SP
Men;DT;951;54.02;Men-DT
Men;HT;951;63.73;Men-HT
Men;JT;951;69.39;Men-JT
Men;Decathlon / Heptathlon;951;6857;Men-Decathlon / Heptathlon
Men;100m;952;10.78;Men-100m
Men;200m;952;21.81;Men-200m
Men;300m;952;34.39;Men-300m
Men;400m;952;48.46;Men-400m
Men;500m;952;1:03.65;Men-500m
Men;110mH / 100mH;952;14.65;Men-110mH / 100mH
Men;400mH;952;53.74;Men-400mH
Men;4x100m;952;41.74;Men-4x100m
Men;4x200m;952;1:27.44;Men-4x200m
Men;4x400m;952;3:16.69;Men-4x400m
Men;600m;952;1:19.81;Men-600m
Men;800m;952;1:52.65;Men-800m
Men;1000m;952;2:25.42;Men-1000m
Men;1500m;952;3:51.98;Men-1500m
Men;Mile;952;4:10.31;Men-Mile
Men;2000m;952;5:19.07;Men-2000m
Men;HJ;952;-;Men-HJ
Men;PV;952;-;Men-PV
Men;LJ;952;7.14;Men-LJ
Men;TJ;952;14.99;Men-TJ
Men;SP;952;17.16;Men-SP
Men;DT;952;54.07;Men-DT
Men;HT;952;63.79;Men-HT
Men;JT;952;69.46;Men-JT
Men;Decathlon / Heptathlon;952;6864;Men-Decathlon / Heptathlon
Men;100m;953;-;Men-100m
Men;200m;953;21.80;Men-200m
Men;300m;953;34.37;Men-300m
Men;400m;953;48.44;Men-400m
Men;500m;953;1:03.63;Men-500m
Men;110mH / 100mH;953;-;Men-110mH / 100mH
Men;400mH;953;53.72;Men-400mH
Men;4x100m;953;41.73;Men-4x100m
